"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"18.09.1991","1.621,27","1.621,27","1.621,27","1.621,27","","-0,89%"
"17.09.1991","1.635,80","1.635,80","1.635,80","1.635,80","","0,28%"
"16.09.1991","1.631,17","1.631,17","1.631,17","1.631,17","","-0,15%"
"13.09.1991","1.633,65","1.633,65","1.633,65","1.633,65","","0,09%"
"12.09.1991","1.632,22","1.632,22","1.632,22","1.632,22","","0,22%"
"11.09.1991","1.628,64","1.628,64","1.628,64","1.628,64","","0,17%"
"10.09.1991","1.625,80","1.625,80","1.625,80","1.625,80","","-0,78%"
"09.09.1991","1.638,65","1.638,65","1.638,65","1.638,65","","-0,47%"
"06.09.1991","1.646,41","1.646,41","1.646,41","1.646,41","","-0,16%"
"05.09.1991","1.649,09","1.649,09","1.649,09","1.649,09","","-0,03%"
"04.09.1991","1.649,55","1.649,55","1.649,55","1.649,55","","-0,48%"
"03.09.1991","1.657,51","1.657,51","1.657,51","1.657,51","","0,24%"
"02.09.1991","1.653,52","1.653,52","1.653,52","1.653,52","","0,22%"
"30.08.1991","1.649,88","1.649,88","1.649,88","1.649,88","","-0,10%"
"29.08.1991","1.651,55","1.651,55","1.651,55","1.651,55","","0,07%"
"28.08.1991","1.650,36","1.650,36","1.650,36","1.650,36","","0,28%"
"27.08.1991","1.645,81","1.645,81","1.645,81","1.645,81","","-0,38%"
"26.08.1991","1.652,10","1.652,10","1.652,10","1.652,10","","0,94%"
"23.08.1991","1.636,68","1.636,68","1.636,68","1.636,68","","0,87%"
"22.08.1991","1.622,49","1.622,49","1.622,49","1.622,49","","1,17%"
"21.08.1991","1.603,65","1.603,65","1.603,65","1.603,65","","5,21%"
"20.08.1991","1.524,28","1.524,28","1.524,28","1.524,28","","1,50%"
"19.08.1991","1.501,82","1.501,82","1.501,82","1.501,82","","-9,18%"
"16.08.1991","1.653,60","1.653,60","1.653,60","1.653,60","","-0,03%"
"15.08.1991","1.654,11","1.654,11","1.654,11","1.654,11","","0,25%"
"14.08.1991","1.650,06","1.650,06","1.650,06","1.650,06","","-0,02%"
"13.08.1991","1.650,43","1.650,43","1.650,43","1.650,43","","1,47%"
"12.08.1991","1.626,55","1.626,55","1.626,55","1.626,55","","-0,42%"
"09.08.1991","1.633,47","1.633,47","1.633,47","1.633,47","","0,19%"
"08.08.1991","1.630,37","1.630,37","1.630,37","1.630,37","","-0,09%"
"07.08.1991","1.631,87","1.631,87","1.631,87","1.631,87","","1,11%"
"06.08.1991","1.613,98","1.613,98","1.613,98","1.613,98","","-0,56%"
"05.08.1991","1.623,07","1.623,07","1.623,07","1.623,07","","0,21%"
"02.08.1991","1.619,67","1.619,67","1.619,67","1.619,67","","-0,05%"
"01.08.1991","1.620,49","1.620,49","1.620,49","1.620,49","","0,07%"
"31.07.1991","1.619,29","1.619,29","1.619,29","1.619,29","","0,16%"
"30.07.1991","1.616,67","1.616,67","1.616,67","1.616,67","","0,68%"
"29.07.1991","1.605,75","1.605,75","1.605,75","1.605,75","","0,05%"
"26.07.1991","1.604,95","1.604,95","1.604,95","1.604,95","","-0,52%"
"25.07.1991","1.613,42","1.613,42","1.613,42","1.613,42","","-0,48%"
"24.07.1991","1.621,18","1.621,18","1.621,18","1.621,18","","-0,66%"
"23.07.1991","1.631,99","1.631,99","1.631,99","1.631,99","","0,27%"
"22.07.1991","1.627,63","1.627,63","1.627,63","1.627,63","","0,18%"
"19.07.1991","1.624,74","1.624,74","1.624,74","1.624,74","","0,20%"
"18.07.1991","1.621,49","1.621,49","1.621,49","1.621,49","","-0,52%"
"17.07.1991","1.629,93","1.629,93","1.629,93","1.629,93","","-0,51%"
"16.07.1991","1.638,35","1.638,35","1.638,35","1.638,35","","-0,58%"
"15.07.1991","1.647,84","1.647,84","1.647,84","1.647,84","","0,12%"
"12.07.1991","1.645,89","1.645,89","1.645,89","1.645,89","","0,64%"
"11.07.1991","1.635,47","1.635,47","1.635,47","1.635,47","","-0,29%"
"10.07.1991","1.640,17","1.640,17","1.640,17","1.640,17","","0,58%"
"09.07.1991","1.630,75","1.630,75","1.630,75","1.630,75","","1,25%"
"08.07.1991","1.610,61","1.610,61","1.610,61","1.610,61","","-0,47%"
"05.07.1991","1.618,16","1.618,16","1.618,16","1.618,16","","-0,18%"
"04.07.1991","1.621,04","1.621,04","1.621,04","1.621,04","","0,90%"
"03.07.1991","1.606,51","1.606,51","1.606,51","1.606,51","","-0,44%"
"02.07.1991","1.613,63","1.613,63","1.613,63","1.613,63","","-0,93%"
"01.07.1991","1.628,75","1.628,75","1.628,75","1.628,75","","0,31%"
"28.06.1991","1.623,73","1.623,73","1.623,73","1.623,73","","-2,69%"
"27.06.1991","1.668,61","1.668,61","1.668,61","1.668,61","","-0,53%"
"26.06.1991","1.677,58","1.677,58","1.677,58","1.677,58","","-0,82%"
"25.06.1991","1.691,47","1.691,47","1.691,47","1.691,47","","0,05%"
"24.06.1991","1.690,68","1.690,68","1.690,68","1.690,68","","-0,94%"
"21.06.1991","1.706,76","1.706,76","1.706,76","1.706,76","","1,01%"
"20.06.1991","1.689,72","1.689,72","1.689,72","1.689,72","","0,12%"
"19.06.1991","1.687,70","1.687,70","1.687,70","1.687,70","","-0,37%"
"18.06.1991","1.694,00","1.694,00","1.694,00","1.694,00","","-1,18%"
"17.06.1991","1.714,22","1.714,22","1.714,22","1.714,22","","0,67%"
"14.06.1991","1.702,88","1.702,88","1.702,88","1.702,88","","0,83%"
"13.06.1991","1.688,85","1.688,85","1.688,85","1.688,85","","-0,61%"
"12.06.1991","1.699,28","1.699,28","1.699,28","1.699,28","","-0,82%"
"11.06.1991","1.713,30","1.713,30","1.713,30","1.713,30","","0,90%"
"10.06.1991","1.698,08","1.698,08","1.698,08","1.698,08","","-0,60%"
"07.06.1991","1.708,36","1.708,36","1.708,36","1.708,36","","-0,02%"
"06.06.1991","1.708,70","1.708,70","1.708,70","1.708,70","","0,17%"
"05.06.1991","1.705,74","1.705,74","1.705,74","1.705,74","","0,97%"
"04.06.1991","1.689,30","1.689,30","1.689,30","1.689,30","","-0,87%"
"03.06.1991","1.704,19","1.704,19","1.704,19","1.704,19","","-0,22%"
"31.05.1991","1.707,96","1.707,96","1.707,96","1.707,96","","1,28%"
"29.05.1991","1.686,42","1.686,42","1.686,42","1.686,42","","0,66%"
"28.05.1991","1.675,28","1.675,28","1.675,28","1.675,28","","-0,12%"
"27.05.1991","1.677,34","1.677,34","1.677,34","1.677,34","","0,91%"
"24.05.1991","1.662,29","1.662,29","1.662,29","1.662,29","","1,28%"
"23.05.1991","1.641,21","1.641,21","1.641,21","1.641,21","","0,03%"
"22.05.1991","1.640,73","1.640,73","1.640,73","1.640,73","","1,75%"
"21.05.1991","1.612,48","1.612,48","1.612,48","1.612,48","","0,62%"
"17.05.1991","1.602,59","1.602,59","1.602,59","1.602,59","","0,64%"
"16.05.1991","1.592,32","1.592,32","1.592,32","1.592,32","","0,29%"
"15.05.1991","1.587,77","1.587,77","1.587,77","1.587,77","","-0,64%"
"14.05.1991","1.598,07","1.598,07","1.598,07","1.598,07","","-0,57%"
"13.05.1991","1.607,28","1.607,28","1.607,28","1.607,28","","-0,81%"
"10.05.1991","1.620,39","1.620,39","1.620,39","1.620,39","","0,72%"
"08.05.1991","1.608,77","1.608,77","1.608,77","1.608,77","","-1,24%"
"07.05.1991","1.628,99","1.628,99","1.628,99","1.628,99","","0,19%"
"06.05.1991","1.625,86","1.625,86","1.625,86","1.625,86","","-0,45%"
"03.05.1991","1.633,13","1.633,13","1.633,13","1.633,13","","0,12%"
"02.05.1991","1.631,16","1.631,16","1.631,16","1.631,16","","1,51%"
"30.04.1991","1.606,87","1.606,87","1.606,87","1.606,87","","-1,65%"
"29.04.1991","1.633,85","1.633,85","1.633,85","1.633,85","","0,82%"
"26.04.1991","1.620,52","1.620,52","1.620,52","1.620,52","","-0,33%"
"25.04.1991","1.625,87","1.625,87","1.625,87","1.625,87","","1,65%"
"24.04.1991","1.599,41","1.599,41","1.599,41","1.599,41","","0,36%"
"23.04.1991","1.593,62","1.593,62","1.593,62","1.593,62","","1,05%"
"22.04.1991","1.577,05","1.577,05","1.577,05","1.577,05","","-1,42%"
"19.04.1991","1.599,83","1.599,83","1.599,83","1.599,83","","-0,89%"
"18.04.1991","1.614,16","1.614,16","1.614,16","1.614,16","","-0,17%"
"17.04.1991","1.616,92","1.616,92","1.616,92","1.616,92","","0,90%"
"16.04.1991","1.602,50","1.602,50","1.602,50","1.602,50","","0,12%"
"15.04.1991","1.600,50","1.600,50","1.600,50","1.600,50","","1,45%"
"12.04.1991","1.577,65","1.577,65","1.577,65","1.577,65","","0,71%"
"11.04.1991","1.566,52","1.566,52","1.566,52","1.566,52","","0,38%"
"10.04.1991","1.560,53","1.560,53","1.560,53","1.560,53","","-1,76%"
"09.04.1991","1.588,45","1.588,45","1.588,45","1.588,45","","0,77%"
"08.04.1991","1.576,37","1.576,37","1.576,37","1.576,37","","0,01%"
"05.04.1991","1.576,17","1.576,17","1.576,17","1.576,17","","0,50%"
"04.04.1991","1.568,40","1.568,40","1.568,40","1.568,40","","-0,26%"
"03.04.1991","1.572,44","1.572,44","1.572,44","1.572,44","","1,98%"
"02.04.1991","1.541,84","1.541,84","1.541,84","1.541,84","","1,75%"
"28.03.1991","1.515,32","1.515,32","1.515,32","1.515,32","","0,03%"
"27.03.1991","1.514,86","1.514,86","1.514,86","1.514,86","","1,04%"
"26.03.1991","1.499,26","1.499,26","1.499,26","1.499,26","","-0,63%"
"25.03.1991","1.508,81","1.508,81","1.508,81","1.508,81","","0,08%"
"22.03.1991","1.507,64","1.507,64","1.507,64","1.507,64","","-1,30%"
"21.03.1991","1.527,54","1.527,54","1.527,54","1.527,54","","-0,21%"
"20.03.1991","1.530,69","1.530,69","1.530,69","1.530,69","","-0,79%"
"19.03.1991","1.542,85","1.542,85","1.542,85","1.542,85","","-0,99%"
"18.03.1991","1.558,23","1.558,23","1.558,23","1.558,23","","-0,89%"
"15.03.1991","1.572,21","1.572,21","1.572,21","1.572,21","","0,55%"
"14.03.1991","1.563,64","1.563,64","1.563,64","1.563,64","","0,31%"
"13.03.1991","1.558,75","1.558,75","1.558,75","1.558,75","","-0,62%"
"12.03.1991","1.568,47","1.568,47","1.568,47","1.568,47","","-0,46%"
"11.03.1991","1.575,69","1.575,69","1.575,69","1.575,69","","-1,81%"
"08.03.1991","1.604,67","1.604,67","1.604,67","1.604,67","","1,13%"
"07.03.1991","1.586,69","1.586,69","1.586,69","1.586,69","","0,16%"
"06.03.1991","1.584,15","1.584,15","1.584,15","1.584,15","","2,43%"
"05.03.1991","1.546,61","1.546,61","1.546,61","1.546,61","","1,13%"
"04.03.1991","1.529,31","1.529,31","1.529,31","1.529,31","","0,53%"
"01.03.1991","1.521,30","1.521,30","1.521,30","1.521,30","","-2,76%"
"28.02.1991","1.564,45","1.564,45","1.564,45","1.564,45","","0,67%"
"27.02.1991","1.553,99","1.553,99","1.553,99","1.553,99","","-0,69%"
"26.02.1991","1.564,79","1.564,79","1.564,79","1.564,79","","-2,57%"
"25.02.1991","1.606,06","1.606,06","1.606,06","1.606,06","","1,99%"
"22.02.1991","1.574,77","1.574,77","1.574,77","1.574,77","","0,33%"
"21.02.1991","1.569,54","1.569,54","1.569,54","1.569,54","","0,15%"
"20.02.1991","1.567,26","1.567,26","1.567,26","1.567,26","","-1,34%"
"19.02.1991","1.588,56","1.588,56","1.588,56","1.588,56","","1,97%"
"18.02.1991","1.557,87","1.557,87","1.557,87","1.557,87","","3,82%"
"15.02.1991","1.500,62","1.500,62","1.500,62","1.500,62","","0,22%"
"14.02.1991","1.497,29","1.497,29","1.497,29","1.497,29","","0,97%"
"13.02.1991","1.482,87","1.482,87","1.482,87","1.482,87","","0,87%"
"12.02.1991","1.470,01","1.470,01","1.470,01","1.470,01","","-1,55%"
"11.02.1991","1.493,18","1.493,18","1.493,18","1.493,18","","3,04%"
"08.02.1991","1.449,07","1.449,07","1.449,07","1.449,07","","0,43%"
"07.02.1991","1.442,83","1.442,83","1.442,83","1.442,83","","1,24%"
"06.02.1991","1.425,22","1.425,22","1.425,22","1.425,22","","-1,21%"
"05.02.1991","1.442,73","1.442,73","1.442,73","1.442,73","","-0,24%"
"04.02.1991","1.446,23","1.446,23","1.446,23","1.446,23","","2,03%"
"01.02.1991","1.417,52","1.417,52","1.417,52","1.417,52","","-0,26%"
"31.01.1991","1.421,16","1.421,16","1.421,16","1.421,16","","1,84%"
"30.01.1991","1.395,54","1.395,54","1.395,54","1.395,54","","0,51%"
"29.01.1991","1.388,39","1.388,39","1.388,39","1.388,39","","0,72%"
"28.01.1991","1.378,50","1.378,50","1.378,50","1.378,50","","-0,20%"
"25.01.1991","1.381,30","1.381,30","1.381,30","1.381,30","","0,13%"
"24.01.1991","1.379,57","1.379,57","1.379,57","1.379,57","","1,03%"
"23.01.1991","1.365,47","1.365,47","1.365,47","1.365,47","","-0,61%"
"22.01.1991","1.373,91","1.373,91","1.373,91","1.373,91","","-1,37%"
"21.01.1991","1.393,02","1.393,02","1.393,02","1.393,02","","-0,62%"
"18.01.1991","1.401,65","1.401,65","1.401,65","1.401,65","","-0,19%"
"17.01.1991","1.404,35","1.404,35","1.404,35","1.404,35","","5,99%"
"16.01.1991","1.324,94","1.324,94","1.324,94","1.324,94","","0,59%"
"15.01.1991","1.317,17","1.317,17","1.317,17","1.317,17","","-2,09%"
"14.01.1991","1.345,26","1.345,26","1.345,26","1.345,26","","-2,34%"
"11.01.1991","1.377,49","1.377,49","1.377,49","1.377,49","","0,05%"
"10.01.1991","1.376,76","1.376,76","1.376,76","1.376,76","","0,66%"
"09.01.1991","1.367,72","1.367,72","1.367,72","1.367,72","","1,22%"
"08.01.1991","1.351,21","1.351,21","1.351,21","1.351,21","","-0,39%"
"07.01.1991","1.356,48","1.356,48","1.356,48","1.356,48","","-2,42%"
"04.01.1991","1.390,08","1.390,08","1.390,08","1.390,08","","1,46%"
"03.01.1991","1.370,06","1.370,06","1.370,06","1.370,06","","0,78%"
"02.01.1991","1.359,43","1.359,43","1.359,43","1.359,43","","-2,15%"
"28.12.1990","1.389,35","1.389,35","1.389,35","1.389,35","","-1,70%"
"27.12.1990","1.413,32","1.413,32","1.413,32","1.413,32","","-0,56%"
"21.12.1990","1.421,23","1.421,23","1.421,23","1.421,23","","0,23%"
"20.12.1990","1.417,96","1.417,96","1.417,96","1.417,96","","-2,94%"
"19.12.1990","1.460,98","1.460,98","1.460,98","1.460,98","","-1,31%"
"18.12.1990","1.480,32","1.480,32","1.480,32","1.480,32","","-0,72%"
"17.12.1990","1.491,13","1.491,13","1.491,13","1.491,13","","-1,46%"
"14.12.1990","1.513,25","1.513,25","1.513,25","1.513,25","","-0,92%"
"13.12.1990","1.527,36","1.527,36","1.527,36","1.527,36","","0,58%"
"12.12.1990","1.518,58","1.518,58","1.518,58","1.518,58","","2,08%"
"11.12.1990","1.487,68","1.487,68","1.487,68","1.487,68","","-1,78%"
"10.12.1990","1.514,60","1.514,60","1.514,60","1.514,60","","0,24%"
"07.12.1990","1.510,98","1.510,98","1.510,98","1.510,98","","1,20%"
"06.12.1990","1.493,06","1.493,06","1.493,06","1.493,06","","2,27%"
"05.12.1990","1.459,90","1.459,90","1.459,90","1.459,90","","1,19%"
"04.12.1990","1.442,70","1.442,70","1.442,70","1.442,70","","-1,62%"
"03.12.1990","1.466,40","1.466,40","1.466,40","1.466,40","","2,08%"
"30.11.1990","1.436,57","1.436,57","1.436,57","1.436,57","","0,85%"
"29.11.1990","1.424,41","1.424,41","1.424,41","1.424,41","","-0,09%"
"28.11.1990","1.425,67","1.425,67","1.425,67","1.425,67","","-0,61%"
"27.11.1990","1.434,37","1.434,37","1.434,37","1.434,37","","-1,64%"
"26.11.1990","1.458,28","1.458,28","1.458,28","1.458,28","","-1,27%"
"23.11.1990","1.477,04","1.477,04","1.477,04","1.477,04","","-1,27%"
"22.11.1990","1.496,05","1.496,05","1.496,05","1.496,05","","2,48%"
"20.11.1990","1.459,87","1.459,87","1.459,87","1.459,87","","-0,20%"
"19.11.1990","1.462,81","1.462,81","1.462,81","1.462,81","","2,28%"
"16.11.1990","1.430,20","1.430,20","1.430,20","1.430,20","","0,90%"
"15.11.1990","1.417,48","1.417,48","1.417,48","1.417,48","","1,08%"
"14.11.1990","1.402,30","1.402,30","1.402,30","1.402,30","","-1,37%"
"13.11.1990","1.421,81","1.421,81","1.421,81","1.421,81","","0,85%"
"12.11.1990","1.409,82","1.409,82","1.409,82","1.409,82","","1,86%"
"09.11.1990","1.384,12","1.384,12","1.384,12","1.384,12","","1,83%"
"08.11.1990","1.359,18","1.359,18","1.359,18","1.359,18","","-0,83%"
"07.11.1990","1.370,50","1.370,50","1.370,50","1.370,50","","-2,44%"
"06.11.1990","1.404,76","1.404,76","1.404,76","1.404,76","","-1,27%"
"05.11.1990","1.422,83","1.422,83","1.422,83","1.422,83","","0,20%"
"02.11.1990","1.420,05","1.420,05","1.420,05","1.420,05","","-0,08%"
"01.11.1990","1.421,23","1.421,23","1.421,23","1.421,23","","-0,93%"
"31.10.1990","1.434,50","1.434,50","1.434,50","1.434,50","","-0,36%"
"30.10.1990","1.439,72","1.439,72","1.439,72","1.439,72","","-0,93%"
"29.10.1990","1.453,18","1.453,18","1.453,18","1.453,18","","-0,68%"
"26.10.1990","1.463,12","1.463,12","1.463,12","1.463,12","","-2,36%"
"25.10.1990","1.498,51","1.498,51","1.498,51","1.498,51","","-1,62%"
"24.10.1990","1.523,17","1.523,17","1.523,17","1.523,17","","2,34%"
"23.10.1990","1.488,34","1.488,34","1.488,34","1.488,34","","0,96%"
"22.10.1990","1.474,16","1.474,16","1.474,16","1.474,16","","-0,67%"
"19.10.1990","1.484,09","1.484,09","1.484,09","1.484,09","","1,06%"
"18.10.1990","1.468,54","1.468,54","1.468,54","1.468,54","","1,89%"
"17.10.1990","1.441,31","1.441,31","1.441,31","1.441,31","","-1,46%"
"16.10.1990","1.462,71","1.462,71","1.462,71","1.462,71","","-0,68%"
"15.10.1990","1.472,73","1.472,73","1.472,73","1.472,73","","0,74%"
"12.10.1990","1.461,90","1.461,90","1.461,90","1.461,90","","2,54%"
"11.10.1990","1.425,64","1.425,64","1.425,64","1.425,64","","1,40%"
"10.10.1990","1.406,02","1.406,02","1.406,02","1.406,02","","-2,76%"
"09.10.1990","1.445,94","1.445,94","1.445,94","1.445,94","","-0,83%"
"08.10.1990","1.458,07","1.458,07","1.458,07","1.458,07","","3,96%"
"05.10.1990","1.402,55","1.402,55","1.402,55","1.402,55","","-0,77%"
"04.10.1990","1.413,38","1.413,38","1.413,38","1.413,38","","-2,42%"
"02.10.1990","1.448,45","1.448,45","1.448,45","1.448,45","","3,04%"
"01.10.1990","1.405,67","1.405,67","1.405,67","1.405,67","","5,85%"
"28.09.1990","1.327,98","1.327,98","1.327,98","1.327,98","","-5,11%"
"27.09.1990","1.399,50","1.399,50","1.399,50","1.399,50","","1,63%"
"26.09.1990","1.377,09","1.377,09","1.377,09","1.377,09","","0,67%"
"25.09.1990","1.367,90","1.367,90","1.367,90","1.367,90","","-4,10%"
"24.09.1990","1.426,31","1.426,31","1.426,31","1.426,31","","-0,29%"
"21.09.1990","1.430,47","1.430,47","1.430,47","1.430,47","","-2,41%"
"20.09.1990","1.465,77","1.465,77","1.465,77","1.465,77","","-0,92%"
"19.09.1990","1.479,40","1.479,40","1.479,40","1.479,40","","-2,02%"
"18.09.1990","1.509,89","1.509,89","1.509,89","1.509,89","","-1,14%"
"17.09.1990","1.527,32","1.527,32","1.527,32","1.527,32","","-2,21%"
"14.09.1990","1.561,80","1.561,80","1.561,80","1.561,80","","-1,23%"
"13.09.1990","1.581,26","1.581,26","1.581,26","1.581,26","","-1,13%"
"12.09.1990","1.599,35","1.599,35","1.599,35","1.599,35","","1,29%"
"11.09.1990","1.578,99","1.578,99","1.578,99","1.578,99","","-1,52%"
