"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"10.11.1999","5.742,42","5.685,50","5.742,42","5.661,68","32,55M","0,84%"
"09.11.1999","5.694,73","5.654,33","5.755,25","5.654,33","32,83M","0,83%"
"08.11.1999","5.647,94","5.628,74","5.681,02","5.613,95","23,30M","-0,18%"
"05.11.1999","5.658,10","5.639,88","5.680,67","5.597,57","35,56M","0,40%"
"04.11.1999","5.635,62","5.568,92","5.650,82","5.561,28","42,61M","1,34%"
"03.11.1999","5.560,87","5.532,06","5.592,09","5.501,86","40,39M","0,25%"
"02.11.1999","5.546,95","5.524,42","5.551,82","5.474,12","28,34M","0,40%"
"01.11.1999","5.524,92","5.518,74","5.549,78","5.496,77","12,73M","-0,01%"
"29.10.1999","5.525,40","5.503,19","5.557,91","5.492,84","","0,85%"
"28.10.1999","5.478,89","5.360,58","5.492,97","5.342,31","","2,14%"
"27.10.1999","5.363,86","5.356,71","5.386,10","5.324,35","","-0,46%"
"26.10.1999","5.388,76","5.306,71","5.394,84","5.302,28","","1,28%"
"25.10.1999","5.320,40","5.356,70","5.388,95","5.300,79","","-0,70%"
"22.10.1999","5.357,75","5.272,62","5.362,01","5.268,81","","2,12%"
"21.10.1999","5.246,49","5.290,19","5.295,17","5.211,11","","-0,85%"
"20.10.1999","5.291,23","5.291,07","5.326,67","5.239,35","","-0,11%"
"19.10.1999","5.296,91","5.172,37","5.296,91","5.150,17","","2,73%"
"18.10.1999","5.156,28","5.160,80","5.177,64","5.093,84","","-0,54%"
"15.10.1999","5.184,23","5.211,66","5.230,42","5.101,89","","-0,69%"
"14.10.1999","5.220,29","5.270,53","5.319,33","5.218,52","","-1,42%"
"13.10.1999","5.295,43","5.315,57","5.315,57","5.264,80","","-1,18%"
"12.10.1999","5.358,46","5.409,24","5.432,12","5.329,85","","-1,03%"
"11.10.1999","5.414,50","5.453,08","5.453,77","5.396,05","","-0,09%"
"08.10.1999","5.419,26","5.409,44","5.439,53","5.364,35","","0,00%"
"07.10.1999","5.419,31","5.395,32","5.419,40","5.353,47","","1,23%"
"06.10.1999","5.353,32","5.275,56","5.353,32","5.243,43","","0,97%"
"05.10.1999","5.301,85","5.245,83","5.304,70","5.224,49","","1,59%"
"04.10.1999","5.218,86","5.134,97","5.251,57","5.115,09","","1,84%"
"01.10.1999","5.124,55","5.166,57","5.185,72","5.078,59","","-0,49%"
"30.09.1999","5.149,83","5.127,11","5.149,83","5.083,67","","0,28%"
"29.09.1999","5.135,62","5.157,17","5.172,46","5.069,87","","0,32%"
"28.09.1999","5.119,10","5.254,51","5.261,85","5.116,88","","-2,30%"
"27.09.1999","5.239,64","5.207,66","5.247,63","5.201,47","","1,02%"
"24.09.1999","5.186,53","5.220,96","5.220,96","5.163,21","","-2,13%"
"23.09.1999","5.299,57","5.256,43","5.332,99","5.228,85","","1,16%"
"22.09.1999","5.238,76","5.236,53","5.286,24","5.211,70","","-0,83%"
"21.09.1999","5.282,76","5.378,91","5.384,52","5.247,70","","-1,29%"
"20.09.1999","5.351,98","5.327,84","5.372,87","5.320,04","","0,91%"
"17.09.1999","5.303,94","5.331,52","5.365,27","5.290,32","","-0,01%"
"16.09.1999","5.304,42","5.356,43","5.361,62","5.297,74","","-1,54%"
"15.09.1999","5.387,18","5.385,42","5.449,36","5.342,91","","-0,26%"
"14.09.1999","5.401,47","5.457,27","5.493,20","5.394,51","","-0,83%"
"13.09.1999","5.446,91","5.489,60","5.530,76","5.440,92","","-0,68%"
"10.09.1999","5.483,95","5.438,64","5.522,41","5.427,13","","0,87%"
"09.09.1999","5.436,86","5.397,45","5.448,91","5.370,36","","0,67%"
"08.09.1999","5.400,70","5.387,43","5.401,09","5.332,84","","0,17%"
"07.09.1999","5.391,36","5.397,48","5.430,56","5.364,34","","-0,17%"
"06.09.1999","5.400,55","5.343,70","5.416,20","5.329,79","","1,21%"
"03.09.1999","5.336,22","5.202,54","5.340,01","5.199,68","","2,82%"
"02.09.1999","5.189,92","5.337,62","5.340,65","5.184,01","","-2,39%"
"01.09.1999","5.317,12","5.286,58","5.328,54","5.273,90","","0,88%"
"31.08.1999","5.270,77","5.346,83","5.346,83","5.267,17","","-2,26%"
"30.08.1999","5.392,53","5.414,42","5.425,39","5.363,59","","-0,51%"
"27.08.1999","5.420,36","5.368,19","5.428,95","5.329,62","","0,58%"
"26.08.1999","5.389,34","5.433,94","5.455,84","5.354,60","","-0,20%"
"25.08.1999","5.400,32","5.321,41","5.414,52","5.300,79","","1,43%"
"24.08.1999","5.324,02","5.328,73","5.342,23","5.268,24","","0,42%"
"23.08.1999","5.301,98","5.267,29","5.314,27","5.267,29","","0,91%"
"20.08.1999","5.254,14","5.200,24","5.260,96","5.200,24","","1,30%"
"19.08.1999","5.186,85","5.213,21","5.235,08","5.165,81","","-0,83%"
"18.08.1999","5.230,47","5.272,58","5.293,26","5.217,55","","-0,56%"
"17.08.1999","5.259,91","5.256,85","5.301,49","5.223,40","","0,05%"
"16.08.1999","5.257,10","5.241,57","5.257,68","5.196,94","","0,72%"
"13.08.1999","5.219,43","5.111,02","5.225,22","5.089,44","","1,79%"
"12.08.1999","5.127,43","5.073,28","5.149,19","5.068,88","","2,15%"
"11.08.1999","5.019,69","5.013,71","5.047,43","5.010,91","","0,38%"
"10.08.1999","5.000,87","5.089,83","5.095,83","4.975,15","","-1,70%"
"09.08.1999","5.087,30","5.001,33","5.102,56","4.980,61","","1,53%"
"06.08.1999","5.010,47","5.013,38","5.057,20","4.974,98","","0,64%"
"05.08.1999","4.978,45","5.094,48","5.094,48","4.948,08","","-2,75%"
"04.08.1999","5.119,37","5.097,69","5.149,10","5.067,20","","0,23%"
"03.08.1999","5.107,68","5.105,01","5.139,24","5.054,84","","-0,43%"
"02.08.1999","5.129,50","5.088,65","5.144,20","4.970,74","","0,54%"
"30.07.1999","5.101,87","5.050,55","5.110,52","5.039,50","","0,98%"
"29.07.1999","5.052,32","5.235,66","5.241,24","5.035,20","","-3,39%"
"28.07.1999","5.229,56","5.267,54","5.274,33","5.204,64","","0,10%"
"27.07.1999","5.224,16","5.196,71","5.253,11","5.188,53","","0,34%"
"26.07.1999","5.206,44","5.318,26","5.330,02","5.161,25","","-1,96%"
"23.07.1999","5.310,63","5.349,04","5.391,52","5.297,86","","-0,57%"
"22.07.1999","5.340,91","5.417,11","5.442,69","5.320,78","","-1,35%"
"21.07.1999","5.414,17","5.461,94","5.472,55","5.401,84","","-1,40%"
"20.07.1999","5.491,29","5.621,06","5.643,19","5.482,61","","-2,37%"
"19.07.1999","5.624,74","5.632,99","5.654,85","5.600,15","","0,09%"
"16.07.1999","5.619,94","5.644,85","5.653,52","5.576,90","","0,01%"
"15.07.1999","5.619,26","5.608,38","5.671,77","5.598,39","","0,15%"
"14.07.1999","5.610,89","5.579,49","5.649,42","5.571,97","","0,67%"
"13.07.1999","5.573,82","5.646,34","5.652,90","5.553,42","","-1,38%"
"12.07.1999","5.652,02","5.662,07","5.686,55","5.635,10","","0,23%"
"09.07.1999","5.638,95","5.598,51","5.666,26","5.598,51","","0,57%"
"08.07.1999","5.607,10","5.601,87","5.646,58","5.549,14","","0,33%"
"07.07.1999","5.588,50","5.606,71","5.620,08","5.547,88","","-0,43%"
"06.07.1999","5.612,90","5.632,18","5.640,11","5.580,13","","-0,23%"
"05.07.1999","5.625,62","5.533,20","5.649,89","5.528,85","","1,93%"
"02.07.1999","5.519,05","5.489,88","5.521,70","5.456,19","","0,71%"
"01.07.1999","5.480,22","5.428,34","5.498,11","5.425,85","","1,89%"
"30.06.1999","5.378,52","5.375,42","5.413,69","5.357,87","","0,35%"
"29.06.1999","5.359,53","5.370,01","5.394,35","5.332,96","","0,05%"
"28.06.1999","5.356,95","5.319,88","5.358,42","5.283,73","","1,05%"
"25.06.1999","5.301,21","5.318,89","5.351,07","5.287,27","","-0,50%"
"24.06.1999","5.327,60","5.412,37","5.441,98","5.321,64","","-1,32%"
"23.06.1999","5.399,11","5.436,72","5.455,12","5.387,20","","-1,27%"
"22.06.1999","5.468,67","5.471,70","5.481,96","5.417,52","","0,00%"
"21.06.1999","5.468,47","5.366,28","5.499,16","5.366,28","","2,46%"
"18.06.1999","5.337,19","5.416,42","5.506,25","5.337,19","","-1,45%"
"17.06.1999","5.415,51","5.405,61","5.428,25","5.385,00","","0,61%"
"16.06.1999","5.382,67","5.331,38","5.391,72","5.298,61","","0,71%"
"15.06.1999","5.344,92","5.276,64","5.357,73","5.237,24","","1,01%"
"14.06.1999","5.291,52","5.271,63","5.307,57","5.256,45","","-0,08%"
"11.06.1999","5.296,01","5.209,48","5.303,78","5.201,47","","1,82%"
"10.06.1999","5.201,49","5.264,54","5.291,37","5.186,47","","-0,94%"
"09.06.1999","5.250,63","5.187,93","5.272,61","5.166,79","","1,03%"
"08.06.1999","5.196,93","5.228,32","5.240,90","5.196,55","","-0,31%"
"07.06.1999","5.212,86","5.138,90","5.218,73","5.090,07","","1,73%"
"04.06.1999","5.124,13","5.067,51","5.125,28","5.034,42","","1,66%"
"02.06.1999","5.040,34","5.034,83","5.046,96","4.969,57","","0,59%"
"01.06.1999","5.010,71","5.095,73","5.096,90","4.983,07","","-1,14%"
"31.05.1999","5.068,59","5.114,71","5.116,37","5.027,72","","-0,05%"
"28.05.1999","5.070,98","5.028,82","5.078,31","5.000,33","","0,13%"
"27.05.1999","5.064,31","5.199,99","5.218,61","5.055,94","","-2,29%"
"26.05.1999","5.183,08","5.125,50","5.198,23","5.101,50","","0,34%"
"25.05.1999","5.165,72","5.216,38","5.217,65","5.125,70","","-1,68%"
"21.05.1999","5.253,77","5.244,12","5.273,07","5.211,89","","0,20%"
"20.05.1999","5.243,21","5.224,55","5.250,84","5.199,68","","0,57%"
"19.05.1999","5.213,30","5.164,61","5.213,30","5.125,32","","1,02%"
"18.05.1999","5.160,47","5.124,67","5.169,51","5.113,27","","1,15%"
"17.05.1999","5.102,00","5.166,30","5.173,04","5.090,39","","-1,57%"
"14.05.1999","5.183,49","5.278,93","5.308,46","5.173,20","","-1,25%"
"12.05.1999","5.249,24","5.304,92","5.313,78","5.190,95","","-0,91%"
"11.05.1999","5.297,49","5.250,78","5.300,39","5.232,72","","0,69%"
"10.05.1999","5.261,01","5.299,41","5.322,61","5.190,11","","-0,29%"
"07.05.1999","5.276,50","5.276,20","5.305,03","5.235,52","","0,02%"
"06.05.1999","5.275,57","5.328,97","5.376,75","5.265,84","","-0,37%"
"05.05.1999","5.295,22","5.337,83","5.370,70","5.270,70","","-1,53%"
"04.05.1999","5.377,40","5.411,21","5.452,87","5.359,30","","-0,11%"
"03.05.1999","5.383,22","5.370,39","5.394,95","5.344,88","","0,42%"
"30.04.1999","5.360,44","5.318,27","5.403,26","5.307,36","","0,70%"
"29.04.1999","5.323,06","5.336,86","5.352,70","5.285,20","","-0,55%"
"28.04.1999","5.352,72","5.368,09","5.370,25","5.311,43","","-0,23%"
"27.04.1999","5.364,81","5.307,07","5.371,08","5.258,85","","1,82%"
"26.04.1999","5.269,12","5.193,85","5.288,98","5.193,85","","1,57%"
"23.04.1999","5.187,89","5.256,54","5.266,73","5.177,83","","-0,74%"
"22.04.1999","5.226,64","5.205,32","5.261,58","5.205,32","","0,99%"
"21.04.1999","5.175,57","5.102,40","5.176,33","5.099,62","","1,45%"
"20.04.1999","5.101,41","5.184,82","5.198,94","5.082,21","","-2,87%"
"19.04.1999","5.252,40","5.147,72","5.255,24","5.147,72","","2,13%"
"16.04.1999","5.143,02","5.172,93","5.209,04","5.131,52","","-0,90%"
"15.04.1999","5.189,72","5.158,28","5.221,91","5.142,80","","0,06%"
"14.04.1999","5.186,76","5.189,54","5.233,02","5.149,12","","-0,74%"
"13.04.1999","5.225,22","5.214,95","5.229,47","5.166,73","","1,12%"
"12.04.1999","5.167,55","5.101,44","5.187,41","5.064,63","","0,66%"
"09.04.1999","5.133,92","5.097,02","5.178,89","5.091,55","","1,31%"
"08.04.1999","5.067,76","5.048,17","5.078,00","4.994,86","","0,81%"
"07.04.1999","5.027,25","4.996,67","5.063,35","4.981,06","","0,10%"
"06.04.1999","5.022,27","4.966,78","5.034,24","4.927,40","","2,46%"
"01.04.1999","4.901,81","4.843,69","4.916,90","4.768,77","","0,75%"
"31.03.1999","4.865,27","4.842,48","4.893,59","4.831,69","","0,50%"
"30.03.1999","4.841,20","4.916,85","4.916,85","4.810,53","","-0,53%"
"29.03.1999","4.867,21","4.803,64","4.872,25","4.780,66","","1,41%"
"26.03.1999","4.799,59","4.889,76","4.909,48","4.732,04","","-1,32%"
"25.03.1999","4.863,81","4.808,33","4.882,77","4.796,30","","1,39%"
"24.03.1999","4.797,33","4.837,59","4.837,59","4.749,90","","-1,50%"
"23.03.1999","4.870,49","5.013,05","5.029,14","4.856,78","","-3,26%"
"22.03.1999","5.034,68","5.080,23","5.080,23","5.020,42","","-1,45%"
"19.03.1999","5.108,75","5.066,85","5.162,74","5.066,32","","1,65%"
"18.03.1999","5.025,79","5.031,32","5.054,83","4.980,83","","-0,73%"
"17.03.1999","5.062,59","5.065,80","5.128,67","5.053,88","","-0,56%"
"16.03.1999","5.090,93","5.064,85","5.124,00","5.027,06","","0,95%"
"15.03.1999","5.043,23","5.034,91","5.086,43","4.988,17","","0,24%"
"12.03.1999","5.031,06","5.006,81","5.099,77","4.968,31","","5,13%"
"11.03.1999","4.785,37","4.757,11","4.805,14","4.712,65","","1,17%"
"10.03.1999","4.730,05","4.798,56","4.823,89","4.696,01","","-1,26%"
"09.03.1999","4.790,47","4.797,69","4.869,47","4.720,19","","-0,02%"
"08.03.1999","4.791,43","4.876,61","4.885,02","4.764,50","","-1,02%"
"05.03.1999","4.840,81","4.762,73","4.877,71","4.727,77","","2,50%"
"04.03.1999","4.722,69","4.677,96","4.722,69","4.601,07","","1,16%"
"03.03.1999","4.668,52","4.804,09","4.815,40","4.658,20","","-2,70%"
"02.03.1999","4.797,84","4.808,15","4.834,08","4.704,72","","0,39%"
"01.03.1999","4.779,07","4.929,03","4.956,09","4.739,65","","-2,55%"
"26.02.1999","4.903,96","4.930,71","4.953,91","4.847,45","","-0,30%"
"25.02.1999","4.918,55","5.022,57","5.030,14","4.904,49","","-2,76%"
"24.02.1999","5.058,29","4.982,06","5.083,45","4.971,05","","0,91%"
"23.02.1999","5.012,60","4.929,42","5.039,68","4.929,42","","2,56%"
"22.02.1999","4.887,70","4.870,67","4.904,30","4.821,93","","1,34%"
"19.02.1999","4.823,26","4.886,16","4.916,61","4.775,66","","-0,98%"
"18.02.1999","4.871,09","4.801,59","4.878,46","4.782,03","","1,05%"
"17.02.1999","4.820,42","4.888,24","4.888,24","4.771,43","","-1,53%"
"16.02.1999","4.895,11","4.931,79","4.950,12","4.874,76","","0,13%"
"15.02.1999","4.888,95","4.871,52","4.888,95","4.807,39","","-0,16%"
"12.02.1999","4.896,74","4.961,82","4.995,53","4.850,61","","0,56%"
"11.02.1999","4.869,29","4.841,50","4.877,54","4.789,94","","1,15%"
"10.02.1999","4.814,04","4.840,72","4.849,18","4.743,46","","-0,76%"
"09.02.1999","4.850,67","5.070,36","5.103,99","4.842,58","","-3,99%"
"08.02.1999","5.052,44","5.127,46","5.174,25","4.999,72","","-0,88%"
"05.02.1999","5.097,48","5.027,82","5.100,11","4.981,69","","0,72%"
"04.02.1999","5.061,28","5.136,29","5.206,31","5.060,50","","-0,57%"
"03.02.1999","5.090,07","5.154,01","5.168,38","5.051,44","","-1,45%"
"02.02.1999","5.164,95","5.221,20","5.246,17","5.151,58","","-1,42%"
"01.02.1999","5.239,60","5.205,90","5.292,74","5.204,52","","1,14%"
"29.01.1999","5.180,29","5.113,01","5.196,60","5.113,01","","1,96%"
"28.01.1999","5.080,93","5.011,42","5.126,94","4.951,14","","0,85%"
"27.01.1999","5.038,21","5.076,70","5.112,79","5.034,34","","0,74%"
"26.01.1999","5.001,19","5.032,16","5.071,91","4.938,36","","0,25%"
"25.01.1999","4.988,59","4.979,88","5.021,32","4.880,73","","-0,39%"
"22.01.1999","5.008,21","5.111,60","5.111,60","4.970,08","","-3,01%"
"21.01.1999","5.163,45","5.161,96","5.234,22","5.108,12","","-0,65%"
"20.01.1999","5.197,15","5.095,94","5.198,48","5.087,95","","3,15%"
"19.01.1999","5.038,45","5.098,73","5.129,70","4.978,09","","-0,76%"
"18.01.1999","5.076,85","5.065,91","5.091,70","5.011,67","","2,07%"
"15.01.1999","4.973,78","4.882,23","4.988,48","4.752,82","","1,45%"
"14.01.1999","4.902,75","5.062,30","5.093,66","4.867,25","","-1,59%"
"13.01.1999","4.982,12","5.146,20","5.193,03","4.849,78","","-4,12%"
"12.01.1999","5.196,13","5.278,14","5.338,36","5.180,21","","-1,34%"
"11.01.1999","5.266,47","5.404,45","5.485,79","5.250,94","","-1,94%"
"08.01.1999","5.370,51","5.357,08","5.458,26","5.352,33","","0,46%"
"07.01.1999","5.345,71","5.482,62","5.509,30","5.261,53","","-1,79%"
"06.01.1999","5.442,90","5.337,90","5.460,20","5.312,48","","3,41%"
"05.01.1999","5.263,41","5.171,77","5.313,61","5.140,69","","-0,51%"
"04.01.1999","5.290,36","4.978,38","5.290,36","4.962,83","","5,67%"
"30.12.1998","5.006,57","5.054,86","5.089,23","4.999,71","","-0,98%"
"29.12.1998","5.056,20","5.038,06","5.066,87","5.002,24","","0,32%"
"28.12.1998","5.040,15","4.991,37","5.066,88","4.991,37","","1,24%"
"23.12.1998","4.978,62","4.873,34","4.989,00","4.857,18","","2,03%"
"22.12.1998","4.879,47","4.820,29","4.889,11","4.773,35","","1,09%"
"21.12.1998","4.826,70","4.681,08","4.845,96","4.667,20","","3,43%"
"18.12.1998","4.666,74","4.741,96","4.750,44","4.649,39","","-1,38%"
"17.12.1998","4.732,11","4.688,26","4.742,11","4.652,14","","0,97%"
"16.12.1998","4.686,74","4.606,23","4.716,86","4.604,28","","2,56%"
"15.12.1998","4.569,70","4.536,57","4.619,37","4.522,48","","0,14%"
"14.12.1998","4.563,26","4.499,16","4.567,58","4.435,94","","0,45%"
"11.12.1998","4.543,02","4.573,22","4.580,89","4.495,08","","-2,31%"
"10.12.1998","4.650,30","4.680,63","4.741,90","4.606,66","","-0,56%"
"09.12.1998","4.676,57","4.692,12","4.724,25","4.628,42","","-0,67%"
"08.12.1998","4.708,19","4.718,87","4.766,29","4.644,29","","-0,27%"
"07.12.1998","4.721,17","4.830,64","4.911,41","4.701,95","","-1,70%"
"04.12.1998","4.802,76","4.757,78","4.850,56","4.687,17","","-0,20%"
"03.12.1998","4.812,34","4.681,50","4.827,75","4.592,07","","2,13%"
"02.12.1998","4.712,20","4.871,18","4.879,35","4.676,47","","-1,36%"
"01.12.1998","4.777,18","4.997,01","4.997,01","4.752,08","","-4,95%"
"30.11.1998","5.026,14","5.135,00","5.174,42","5.017,95","","-2,58%"
"27.11.1998","5.159,21","5.064,49","5.161,35","5.033,32","","1,80%"
"26.11.1998","5.067,99","4.972,06","5.071,39","4.972,06","","2,25%"
"25.11.1998","4.956,53","4.941,23","5.014,51","4.926,37","","0,04%"
"24.11.1998","4.954,54","5.058,59","5.116,00","4.950,33","","-1,39%"
"23.11.1998","5.024,51","4.964,61","5.036,69","4.960,41","","2,30%"
"20.11.1998","4.911,43","4.832,37","4.926,03","4.827,53","","2,20%"
"19.11.1998","4.805,69","4.716,99","4.834,24","4.700,41","","2,23%"
"18.11.1998","4.700,69","4.740,26","4.816,94","4.687,18","","-0,37%"
"17.11.1998","4.718,34","4.787,75","4.790,29","4.706,92","","-1,41%"
"16.11.1998","4.785,76","4.687,69","4.785,76","4.687,69","","3,06%"
"13.11.1998","4.643,80","4.653,16","4.715,72","4.613,09","","-0,04%"
"12.11.1998","4.645,89","4.683,78","4.684,09","4.630,50","","-1,26%"
"11.11.1998","4.705,32","4.698,29","4.761,07","4.683,99","","0,51%"
"10.11.1998","4.681,34","4.746,59","4.790,30","4.653,58","","-1,70%"
"09.11.1998","4.762,38","4.854,81","4.887,79","4.740,02","","-0,98%"
"06.11.1998","4.809,73","4.834,57","4.906,91","4.799,79","","0,30%"
"05.11.1998","4.795,28","4.866,79","4.878,97","4.765,13","","-1,70%"
"04.11.1998","4.878,24","4.725,49","4.880,89","4.724,68","","3,59%"
"03.11.1998","4.709,32","4.793,05","4.794,67","4.691,24","","-1,12%"
"02.11.1998","4.762,47","4.717,52","4.806,64","4.717,52","","1,52%"
"30.10.1998","4.690,99","4.602,89","4.729,35","4.600,76","","2,65%"
"29.10.1998","4.569,73","4.556,96","4.593,64","4.483,26","","0,12%"
"28.10.1998","4.564,12","4.653,31","4.653,31","4.524,42","","-2,53%"
"27.10.1998","4.682,70","4.629,80","4.711,25","4.608,12","","2,25%"
"26.10.1998","4.579,64","4.459,55","4.618,63","4.437,97","","2,21%"
"23.10.1998","4.480,43","4.459,54","4.498,31","4.421,34","","0,70%"
"22.10.1998","4.449,12","4.559,79","4.601,51","4.427,87","","-1,88%"
"21.10.1998","4.534,55","4.616,87","4.643,17","4.516,35","","-2,65%"
"20.10.1998","4.657,86","4.489,70","4.657,86","4.489,70","","4,29%"
"19.10.1998","4.466,18","4.499,46","4.543,53","4.407,33","","-0,07%"
"16.10.1998","4.469,12","4.504,89","4.578,41","4.399,43","","1,76%"
"15.10.1998","4.391,64","4.364,54","4.438,75","4.315,66","","0,47%"
"14.10.1998","4.371,10","4.219,13","4.377,86","4.171,87","","2,77%"
"13.10.1998","4.253,12","4.219,16","4.307,45","4.169,16","","-0,43%"
"12.10.1998","4.271,63","4.075,85","4.280,93","4.075,85","","7,50%"
"09.10.1998","3.973,44","3.981,78","4.042,06","3.904,31","","2,89%"
"08.10.1998","3.861,89","4.004,95","4.043,38","3.822,59","","-4,98%"
"07.10.1998","4.064,16","4.234,92","4.279,17","4.006,06","","-2,90%"
"06.10.1998","4.185,39","3.966,31","4.190,80","3.963,38","","5,40%"
"05.10.1998","3.970,99","4.013,05","4.119,79","3.880,43","","-1,20%"
"02.10.1998","4.019,31","4.137,71","4.230,32","3.855,04","","-1,84%"
"01.10.1998","4.094,62","4.370,66","4.374,04","4.094,62","","-7,59%"
"30.09.1998","4.430,91","4.546,22","4.559,75","4.407,79","","-3,68%"
"29.09.1998","4.600,33","4.664,70","4.666,45","4.566,85","","-1,65%"
"28.09.1998","4.677,56","4.579,33","4.721,79","4.573,67","","2,03%"
"25.09.1998","4.584,41","4.561,16","4.593,16","4.452,91","","-0,58%"
"24.09.1998","4.611,34","4.799,39","4.864,39","4.611,34","","-2,36%"
"23.09.1998","4.722,96","4.553,87","4.722,96","4.553,87","","3,82%"
"22.09.1998","4.549,23","4.572,80","4.609,05","4.529,71","","2,48%"
"21.09.1998","4.439,13","4.563,26","4.581,58","4.347,65","","-3,98%"
"18.09.1998","4.623,37","4.716,74","4.771,01","4.550,27","","-0,12%"
"17.09.1998","4.629,03","4.840,78","4.842,25","4.619,10","","-4,99%"
"16.09.1998","4.872,18","4.881,45","4.958,63","4.847,16","","0,43%"
"15.09.1998","4.851,56","4.928,42","4.959,88","4.792,75","","-0,86%"
"14.09.1998","4.893,51","4.851,82","4.916,47","4.830,95","","2,92%"
"11.09.1998","4.754,65","4.683,89","4.786,47","4.600,17","","0,22%"
"10.09.1998","4.744,05","4.919,40","4.921,92","4.690,42","","-4,32%"
"09.09.1998","4.958,44","5.140,91","5.151,68","4.957,69","","-2,69%"
"08.09.1998","5.095,62","4.983,29","5.118,43","4.943,96","","3,03%"
"07.09.1998","4.945,74","4.952,04","5.015,68","4.877,24","","1,66%"
"04.09.1998","4.864,97","4.782,03","4.953,49","4.778,77","","1,41%"
"03.09.1998","4.797,13","4.916,39","4.917,44","4.742,32","","-3,06%"
"02.09.1998","4.948,51","4.937,14","5.013,77","4.907,77","","1,91%"
"01.09.1998","4.855,90","4.723,14","4.855,90","4.647,88","","0,93%"
"31.08.1998","4.811,28","4.950,77","4.990,27","4.810,76","","-2,32%"
"28.08.1998","4.925,80","4.912,31","5.018,81","4.745,06","","-1,73%"
"27.08.1998","5.012,73","5.203,42","5.253,05","5.012,73","","-4,48%"
"26.08.1998","5.247,62","5.386,33","5.386,33","5.208,36","","-2,95%"
"25.08.1998","5.407,03","5.293,70","5.407,03","5.293,70","","2,92%"
"24.08.1998","5.253,38","5.218,29","5.287,40","5.143,99","","1,21%"
"21.08.1998","5.190,60","5.459,12","5.459,12","5.156,24","","-5,40%"
"20.08.1998","5.486,76","5.619,15","5.659,77","5.470,93","","-2,06%"
"19.08.1998","5.601,93","5.637,82","5.677,16","5.585,87","","0,00%"
"18.08.1998","5.602,15","5.500,74","5.602,15","5.500,74","","3,13%"
"17.08.1998","5.432,03","5.404,64","5.472,10","5.307,76","","-0,76%"
"14.08.1998","5.473,72","5.361,87","5.484,42","5.361,87","","2,22%"
"13.08.1998","5.355,03","5.355,69","5.398,19","5.231,81","","-0,59%"
"12.08.1998","5.386,94","5.347,72","5.425,98","5.336,77","","1,91%"
"11.08.1998","5.285,78","5.471,11","5.472,84","5.251,44","","-3,20%"
"10.08.1998","5.460,43","5.600,27","5.612,16","5.460,43","","-2,46%"
"07.08.1998","5.598,32","5.563,92","5.598,32","5.529,11","","1,27%"
"06.08.1998","5.528,12","5.653,35","5.670,20","5.499,44","","-1,54%"
"05.08.1998","5.614,77","5.620,70","5.641,18","5.555,59","","-1,82%"
"04.08.1998","5.718,70","5.747,02","5.816,89","5.718,70","","-0,96%"
"03.08.1998","5.774,38","5.805,07","5.813,23","5.720,43","","-1,48%"
"31.07.1998","5.861,19","5.929,79","5.963,51","5.856,69","","-0,76%"
"30.07.1998","5.906,33","5.850,38","5.908,14","5.828,95","","1,33%"
"29.07.1998","5.828,74","5.862,07","5.890,14","5.806,96","","-0,66%"
"28.07.1998","5.867,52","5.948,87","5.969,20","5.857,27","","0,22%"
"27.07.1998","5.854,35","6.048,71","6.075,05","5.850,26","","-3,08%"
"24.07.1998","6.040,58","5.990,48","6.062,03","5.952,82","","-0,05%"
"23.07.1998","6.043,82","6.109,66","6.138,78","6.025,77","","-0,61%"
"22.07.1998","6.081,11","6.151,73","6.189,61","6.081,11","","-1,67%"
"21.07.1998","6.184,10","6.195,18","6.224,52","6.164,48","","-0,03%"
"20.07.1998","6.186,09","6.155,21","6.206,01","6.132,28","","0,38%"
"17.07.1998","6.162,86","6.131,46","6.170,38","6.117,74","","0,90%"
"16.07.1998","6.108,00","6.107,73","6.158,97","6.084,23","","0,03%"
"15.07.1998","6.106,10","6.143,42","6.161,61","6.084,53","","0,07%"
"14.07.1998","6.101,90","6.026,08","6.103,08","6.026,08","","1,30%"
"13.07.1998","6.023,31","6.014,43","6.054,78","6.001,78","","0,37%"
"10.07.1998","6.001,24","5.962,06","6.024,58","5.919,99","","0,01%"
"09.07.1998","6.000,84","6.051,36","6.051,36","5.979,23","","-0,30%"
"08.07.1998","6.018,89","5.973,29","6.025,50","5.949,33","","0,72%"
"07.07.1998","5.975,88","5.963,51","5.998,92","5.955,50","","0,57%"
"06.07.1998","5.942,06","5.985,39","5.985,39","5.901,05","","-0,33%"
"03.07.1998","5.961,45","5.914,55","5.963,94","5.912,95","","0,95%"
"02.07.1998","5.905,15","5.939,62","5.986,63","5.890,91","","-0,09%"
"01.07.1998","5.910,51","5.866,81","5.937,49","5.860,69","","1,18%"
"30.06.1998","5.841,83","5.953,53","5.957,56","5.831,73","","-1,55%"
"29.06.1998","5.933,73","5.888,62","5.945,03","5.888,62","","1,08%"
"26.06.1998","5.870,49","5.873,49","5.899,73","5.842,45","","-0,28%"
"25.06.1998","5.886,72","5.822,71","5.894,21","5.822,71","","1,77%"
"24.06.1998","5.784,40","5.769,56","5.794,93","5.719,31","","0,63%"
